 8.00000000e+00  2.81964693e-02  8.00000000e+00  2.77876483e-03  8.00000000e+00  9.65776028e-04 
 9.00000000e+00  2.81042355e-02  9.00000000e+00  2.77992942e-03  9.00000000e+00  9.69292429e-04 
 1.00000000e+01  2.80125855e-02  1.00000000e+01  2.78109393e-03  1.00000000e+01  9.72822962e-04 
 1.10000000e+01  2.79215136e-02  1.10000000e+01  2.78225835e-03  1.10000000e+01  9.76367571e-04 
 1.20000000e+01  2.78310145e-02  1.20000000e+01  2.78342270e-03  1.20000000e+01  9.79926195e-04 
 1.30000000e+01  2.77410828e-02  1.30000000e+01  2.78458696e-03  1.30000000e+01  9.83498769e-04 
 1.40000000e+01  2.76517130e-02  1.40000000e+01  2.78575113e-03  1.40000000e+01  9.87085226e-04 
 1.50000000e+01  2.75629001e-02  1.50000000e+01  2.78691522e-03  1.50000000e+01  9.90685493e-04 
 1.60000000e+01  2.74746388e-02  1.60000000e+01  2.78807922e-03  1.60000000e+01  9.94299492e-04 
 1.70000000e+01  2.73869240e-02  1.70000000e+01  2.78924313e-03  1.70000000e+01  9.97927143e-04 
 1.80000000e+01  2.72997506e-02  1.80000000e+01  2.79040695e-03  1.80000000e+01  1.00156836e-03 
 1.90000000e+01  2.72131137e-02  1.90000000e+01  2.79157067e-03  1.90000000e+01  1.00522306e-03 
 2.00000000e+01  2.71270082e-02  2.00000000e+01  2.79273431e-03  2.00000000e+01  1.00889113e-03 
 2.10000000e+01  2.70414295e-02  2.10000000e+01  2.79389784e-03  2.10000000e+01  1.01257250e-03 
 2.20000000e+01  2.69563725e-02  2.20000000e+01  2.79506128e-03  2.20000000e+01  1.01626704e-03 
 2.30000000e+01  2.68718327e-02  2.30000000e+01  2.79622463e-03  2.30000000e+01  1.01997466e-03 
 2.40000000e+01  2.67878052e-02  2.40000000e+01  2.79738787e-03  2.40000000e+01  1.02369523e-03 
 2.50000000e+01  2.67042855e-02  2.50000000e+01  2.79855101e-03  2.50000000e+01  1.02742866e-03 
 2.60000000e+01  2.66212689e-02  2.60000000e+01  2.79971405e-03  2.60000000e+01  1.03117480e-03 
 2.70000000e+01  2.65387509e-02  2.70000000e+01  2.80087698e-03  2.70000000e+01  1.03493354e-03 
 2.80000000e+01  2.64567271e-02  2.80000000e+01  2.80203981e-03  2.80000000e+01  1.03870474e-03 
 2.90000000e+01  2.63751931e-02  2.90000000e+01  2.80320253e-03  2.90000000e+01  1.04248826e-03 
 3.00000000e+01  2.62941444e-02  3.00000000e+01  2.80436514e-03  3.00000000e+01  1.04628397e-03 
 3.10000000e+01  2.62135768e-02  3.10000000e+01  2.80552765e-03  3.10000000e+01  1.05009171e-03 
 3.20000000e+01  2.61334859e-02  3.20000000e+01  2.80669004e-03  3.20000000e+01  1.05391134e-03 
 3.30000000e+01  2.60538676e-02  3.30000000e+01  2.80785232e-03  3.30000000e+01  1.05774268e-03 
 3.40000000e+01  2.59747177e-02  3.40000000e+01  2.80901448e-03  3.40000000e+01  1.06158559e-03 
 3.50000000e+01  2.58960321e-02  3.50000000e+01  2.81017653e-03  3.50000000e+01  1.06543989e-03 
 3.60000000e+01  2.58178068e-02  3.60000000e+01  2.81133846e-03  3.60000000e+01  1.06930540e-03 
 3.70000000e+01  2.57400376e-02  3.70000000e+01  2.81250027e-03  3.70000000e+01  1.07318195e-03 
 3.80000000e+01  2.56627206e-02  3.80000000e+01  2.81366196e-03  3.80000000e+01  1.07706934e-03 
 3.90000000e+01  2.55858519e-02  3.90000000e+01  2.81482353e-03  3.90000000e+01  1.08096740e-03 
 4.00000000e+01  2.55094277e-02  4.00000000e+01  2.81598497e-03  4.00000000e+01  1.08487591e-03 
 4.10000000e+01  2.54334440e-02  4.10000000e+01  2.81714629e-03  4.10000000e+01  1.08879468e-03 
 4.20000000e+01  2.53578971e-02  4.20000000e+01  2.81830749e-03  4.20000000e+01  1.09272350e-03 
 4.30000000e+01  2.52827832e-02  4.30000000e+01  2.81946855e-03  4.30000000e+01  1.09666215e-03 
 4.40000000e+01  2.52080986e-02  4.40000000e+01  2.82062949e-03  4.40000000e+01  1.10061042e-03 
 4.50000000e+01  2.51338397e-02  4.50000000e+01  2.82179029e-03  4.50000000e+01  1.10456806e-03 
 4.60000000e+01  2.50600028e-02  4.60000000e+01  2.82295097e-03  4.60000000e+01  1.10853486e-03 
 4.70000000e+01  2.49865843e-02  4.70000000e+01  2.82411150e-03  4.70000000e+01  1.11251058e-03 
 4.80000000e+01  2.49135808e-02  4.80000000e+01  2.82527191e-03  4.80000000e+01  1.11649496e-03 
 4.90000000e+01  2.48409886e-02  4.90000000e+01  2.82643217e-03  4.90000000e+01  1.12048776e-03 
 5.00000000e+01  2.47688044e-02  5.00000000e+01  2.82759230e-03  5.00000000e+01  1.12448872e-03 
 5.10000000e+01  2.46970247e-02  5.10000000e+01  2.82875229e-03  5.10000000e+01  1.12849758e-03 
 5.20000000e+01  2.46256461e-02  5.20000000e+01  2.82991214e-03  5.20000000e+01  1.13251407e-03 
 5.30000000e+01  2.45546652e-02  5.30000000e+01  2.83107184e-03  5.30000000e+01  1.13653792e-03 
 5.40000000e+01  2.44840789e-02  5.40000000e+01  2.83223140e-03  5.40000000e+01  1.14056883e-03 
 5.50000000e+01  2.44138837e-02  5.50000000e+01  2.83339081e-03  5.50000000e+01  1.14460654e-03 
 5.60000000e+01  2.43440765e-02  5.60000000e+01  2.83455007e-03  5.60000000e+01  1.14865073e-03 
 5.70000000e+01  2.42746540e-02  5.70000000e+01  2.83570919e-03  5.70000000e+01  1.15270112e-03 
 5.80000000e+01  2.42056130e-02  5.80000000e+01  2.83686815e-03  5.80000000e+01  1.15675740e-03 
 5.90000000e+01  2.41369506e-02  5.90000000e+01  2.83802697e-03  5.90000000e+01  1.16081925e-03 
 6.00000000e+01  2.40686634e-02  6.00000000e+01  2.83918563e-03  6.00000000e+01  1.16488636e-03 
 6.10000000e+01  2.40007486e-02  6.10000000e+01  2.84034413e-03  6.10000000e+01  1.16895841e-03 
 6.20000000e+01  2.39332030e-02  6.20000000e+01  2.84150247e-03  6.20000000e+01  1.17303507e-03 
 6.30000000e+01  2.38660236e-02  6.30000000e+01  2.84266066e-03  6.30000000e+01  1.17711600e-03 
 6.40000000e+01  2.37992075e-02  6.40000000e+01  2.84381869e-03  6.40000000e+01  1.18120087e-03 
 6.50000000e+01  2.37327518e-02  6.50000000e+01  2.84497656e-03  6.50000000e+01  1.18528932e-03 
 6.60000000e+01  2.36666534e-02  6.60000000e+01  2.84613426e-03  6.60000000e+01  1.18938100e-03 
 6.70000000e+01  2.36009097e-02  6.70000000e+01  2.84729180e-03  6.70000000e+01  1.19347556e-03 
 6.80000000e+01  2.35355177e-02  6.80000000e+01  2.84844917e-03  6.80000000e+01  1.19757264e-03 
 6.90000000e+01  2.34704746e-02  6.90000000e+01  2.84960637e-03  6.90000000e+01  1.20167186e-03 
 7.00000000e+01  2.34057776e-02  7.00000000e+01  2.85076341e-03  7.00000000e+01  1.20577285e-03 
 7.10000000e+01  2.33414240e-02  7.10000000e+01  2.85192027e-03  7.10000000e+01  1.20987523e-03 
 7.20000000e+01  2.32774111e-02  7.20000000e+01  2.85307697e-03  7.20000000e+01  1.21397863e-03 
 7.30000000e+01  2.32137361e-02  7.30000000e+01  2.85423348e-03  7.30000000e+01  1.21808264e-03 
 7.40000000e+01  2.31503964e-02  7.40000000e+01  2.85538982e-03  7.40000000e+01  1.22218687e-03 
 7.50000000e+01  2.30873894e-02  7.50000000e+01  2.85654599e-03  7.50000000e+01  1.22629094e-03 
 7.60000000e+01  2.30247124e-02  7.60000000e+01  2.85770198e-03  7.60000000e+01  1.23039442e-03 
 7.70000000e+01  2.29623629e-02  7.70000000e+01  2.85885778e-03  7.70000000e+01  1.23449692e-03 
 7.80000000e+01  2.29003383e-02  7.80000000e+01  2.86001341e-03  7.80000000e+01  1.23859802e-03 
 7.90000000e+01  2.28386361e-02  7.90000000e+01  2.86116885e-03  7.90000000e+01  1.24269730e-03 
 8.00000000e+01  2.27772538e-02  8.00000000e+01  2.86232410e-03  8.00000000e+01  1.24679435e-03 
 8.10000000e+01  2.27161888e-02  8.10000000e+01  2.86347917e-03  8.10000000e+01  1.25088873e-03 
 8.20000000e+01  2.26554388e-02  8.20000000e+01  2.86463405e-03  8.20000000e+01  1.25498002e-03 
 8.30000000e+01  2.25950013e-02  8.30000000e+01  2.86578874e-03  8.30000000e+01  1.25906779e-03 
 8.40000000e+01  2.25348740e-02  8.40000000e+01  2.86694324e-03  8.40000000e+01  1.26315160e-03 
 8.50000000e+01  2.24750543e-02  8.50000000e+01  2.86809754e-03  8.50000000e+01  1.26723101e-03 
 8.60000000e+01  2.24155401e-02  8.60000000e+01  2.86925166e-03  8.60000000e+01  1.27130558e-03 
 8.70000000e+01  2.23563289e-02  8.70000000e+01  2.87040557e-03  8.70000000e+01  1.27537485e-03 
 8.80000000e+01  2.22974185e-02  8.80000000e+01  2.87155929e-03  8.80000000e+01  1.27943839e-03 
 8.90000000e+01  2.22388065e-02  8.90000000e+01  2.87271281e-03  8.90000000e+01  1.28349574e-03 
 9.00000000e+01  2.21804908e-02  9.00000000e+01  2.87386612e-03  9.00000000e+01  1.28754645e-03 
 9.10000000e+01  2.21224690e-02  9.10000000e+01  2.87501924e-03  9.10000000e+01  1.29159006e-03 
 9.20000000e+01  2.20647390e-02  9.20000000e+01  2.87617215e-03  9.20000000e+01  1.29562611e-03 
 9.30000000e+01  2.20072985e-02  9.30000000e+01  2.87732485e-03  9.30000000e+01  1.29965415e-03 
 9.40000000e+01  2.19501455e-02  9.40000000e+01  2.87847735e-03  9.40000000e+01  1.30367370e-03 
 9.50000000e+01  2.18932777e-02  9.50000000e+01  2.87962964e-03  9.50000000e+01  1.30768432e-03 
 9.60000000e+01  2.18366930e-02  9.60000000e+01  2.88078171e-03  9.60000000e+01  1.31168553e-03 
 9.70000000e+01  2.17803893e-02  9.70000000e+01  2.88193358e-03  9.70000000e+01  1.31567687e-03 
 9.80000000e+01  2.17243645e-02  9.80000000e+01  2.88308523e-03  9.80000000e+01  1.31965787e-03 
 9.90000000e+01  2.16686167e-02  9.90000000e+01  2.88423666e-03  9.90000000e+01  1.32362807e-03 
 1.00000000e+02  2.16131436e-02  1.00000000e+02  2.88538788e-03  1.00000000e+02  1.32758700e-03 
 1.01000000e+02  2.15579433e-02  1.01000000e+02  2.88653888e-03  1.01000000e+02  1.33153419e-03 
 1.02000000e+02  2.15030139e-02  1.02000000e+02  2.88768966e-03  1.02000000e+02  1.33546918e-03 
 1.03000000e+02  2.14483532e-02  1.03000000e+02  2.88884022e-03  1.03000000e+02  1.33939150e-03 
 1.04000000e+02  2.13939594e-02  1.04000000e+02  2.88999055e-03  1.04000000e+02  1.34330068e-03 
 1.05000000e+02  2.13398305e-02  1.05000000e+02  2.89114066e-03  1.05000000e+02  1.34719626e-03 
 1.06000000e+02  2.12859645e-02  1.06000000e+02  2.89229054e-03  1.06000000e+02  1.35107777e-03 
 1.07000000e+02  2.12323596e-02  1.07000000e+02  2.89344019e-03  1.07000000e+02  1.35494476e-03 
 1.08000000e+02  2.11790139e-02  1.08000000e+02  2.89458961e-03  1.08000000e+02  1.35879676e-03 
 1.09000000e+02  2.11259255e-02  1.09000000e+02  2.89573880e-03  1.09000000e+02  1.36263331e-03 
 1.10000000e+02  2.10730925e-02  1.10000000e+02  2.89688776e-03  1.10000000e+02  1.36645396e-03 
 1.11000000e+02  2.10205131e-02  1.11000000e+02  2.89803648e-03  1.11000000e+02  1.37025825e-03 
 1.12000000e+02  2.09681855e-02  1.12000000e+02  2.89918496e-03  1.12000000e+02  1.37404572e-03 
 1.13000000e+02  2.09161079e-02  1.13000000e+02  2.90033321e-03  1.13000000e+02  1.37781593e-03 
 1.14000000e+02  2.08642785e-02  1.14000000e+02  2.90148122e-03  1.14000000e+02  1.38156844e-03 
 1.15000000e+02  2.08126955e-02  1.15000000e+02  2.90262898e-03  1.15000000e+02  1.38530279e-03 
 1.16000000e+02  2.07613573e-02  1.16000000e+02  2.90377650e-03  1.16000000e+02  1.38901854e-03 
 1.17000000e+02  2.07102619e-02  1.17000000e+02  2.90492378e-03  1.17000000e+02  1.39271527e-03 
 1.18000000e+02  2.06594078e-02  1.18000000e+02  2.90607081e-03  1.18000000e+02  1.39639253e-03 
 1.19000000e+02  2.06087933e-02  1.19000000e+02  2.90721759e-03  1.19000000e+02  1.40004991e-03 
 1.20000000e+02  2.05584165e-02  1.20000000e+02  2.90836412e-03  1.20000000e+02  1.40368697e-03 
 1.21000000e+02  2.05082760e-02  1.21000000e+02  2.90951039e-03  1.21000000e+02  1.40730329e-03 
 1.22000000e+02  2.04583699e-02  1.22000000e+02  2.91065642e-03  1.22000000e+02  1.41089846e-03 
 1.23000000e+02  2.04086968e-02  1.23000000e+02  2.91180219e-03  1.23000000e+02  1.41447207e-03 
 1.24000000e+02  2.03592549e-02  1.24000000e+02  2.91294770e-03  1.24000000e+02  1.41802372e-03 
 1.25000000e+02  2.03100427e-02  1.25000000e+02  2.91409296e-03  1.25000000e+02  1.42155300e-03 
