 temp-sweep      vout            vh              vl             
 0.00000000e+00 -3.98510525e-02  8.35175100e-01  8.75026153e-01 
 1.00000000e+00 -3.99997725e-02  8.33813116e-01  8.73812888e-01 
 2.00000000e+00 -4.01611913e-02  8.32371342e-01  8.72532534e-01 
 3.00000000e+00 -4.03165519e-02  8.30968150e-01  8.71284702e-01 
 4.00000000e+00 -4.04720424e-02  8.29564206e-01  8.70036248e-01 
 5.00000000e+00 -4.06276772e-02  8.28159470e-01  8.68787147e-01 
 6.00000000e+00 -4.07834622e-02  8.26753914e-01  8.67537376e-01 
 7.00000000e+00 -4.09393966e-02  8.25347538e-01  8.66286935e-01 
 8.00000000e+00 -4.10954795e-02  8.23940343e-01  8.65035823e-01 
 9.00000000e+00 -4.12517103e-02  8.22532331e-01  8.63784042e-01 
 1.00000000e+01 -4.14080880e-02  8.21123502e-01  8.62531590e-01 
 1.10000000e+01 -4.15646120e-02  8.19713858e-01  8.61278470e-01 
 1.20000000e+01 -4.17212815e-02  8.18303399e-01  8.60024681e-01 
 1.30000000e+01 -4.18780958e-02  8.16892127e-01  8.58770223e-01 
 1.40000000e+01 -4.20350539e-02  8.15480042e-01  8.57515096e-01 
 1.50000000e+01 -4.21921553e-02  8.14067146e-01  8.56259302e-01 
 1.60000000e+01 -4.23493991e-02  8.12653440e-01  8.55002839e-01 
 1.70000000e+01 -4.25067846e-02  8.11238925e-01  8.53745710e-01 
 1.80000000e+01 -4.26643111e-02  8.09823602e-01  8.52487914e-01 
 1.90000000e+01 -4.28219777e-02  8.08407473e-01  8.51229451e-01 
 2.00000000e+01 -4.29797838e-02  8.06990538e-01  8.49970322e-01 
 2.10000000e+01 -4.31377286e-02  8.05572798e-01  8.48710527e-01 
 2.20000000e+01 -4.32958114e-02  8.04154256e-01  8.47450067e-01 
 2.30000000e+01 -4.34540315e-02  8.02734911e-01  8.46188942e-01 
 2.40000000e+01 -4.36123881e-02  8.01314765e-01  8.44927153e-01 
 2.50000000e+01 -4.37708804e-02  7.99893820e-01  8.43664701e-01 
 2.60000000e+01 -4.39295079e-02  7.98472077e-01  8.42401585e-01 
 2.70000000e+01 -4.40882698e-02  7.97049536e-01  8.41137806e-01 
