 temp-sweep      vout            vh              vl             
 0.00000000e+00 -4.18088940e-02  8.39496776e-01  8.81305670e-01 
 1.00000000e+00 -4.19423786e-02  8.38146747e-01  8.80089125e-01 
 2.00000000e+00 -4.20885173e-02  8.36718203e-01  8.78806720e-01 
 3.00000000e+00 -4.22286189e-02  8.35327498e-01  8.77556117e-01 
 4.00000000e+00 -4.23688309e-02  8.33936025e-01  8.76304856e-01 
 5.00000000e+00 -4.25091672e-02  8.32543746e-01  8.75052913e-01 
 6.00000000e+00 -4.26496338e-02  8.31150633e-01  8.73800266e-01 
 7.00000000e+00 -4.27902306e-02  8.29756686e-01  8.72546916e-01 
 8.00000000e+00 -4.29309570e-02  8.28361906e-01  8.71292863e-01 
 9.00000000e+00 -4.30718128e-02  8.26966296e-01  8.70038109e-01 
 1.00000000e+01 -4.32127976e-02  8.25569856e-01  8.68782654e-01 
 1.10000000e+01 -4.33539109e-02  8.24172587e-01  8.67526498e-01 
 1.20000000e+01 -4.34951524e-02  8.22774491e-01  8.66269644e-01 
 1.30000000e+01 -4.36365218e-02  8.21375569e-01  8.65012091e-01 
 1.40000000e+01 -4.37780186e-02  8.19975822e-01  8.63753841e-01 
 1.50000000e+01 -4.39196424e-02  8.18575251e-01  8.62494894e-01 
 1.60000000e+01 -4.40613929e-02  8.17173858e-01  8.61235251e-01 
 1.70000000e+01 -4.42032697e-02  8.15771644e-01  8.59974913e-01 
 1.80000000e+01 -4.43452724e-02  8.14368609e-01  8.58713882e-01 
 1.90000000e+01 -4.44874006e-02  8.12964757e-01  8.57452157e-01 
 2.00000000e+01 -4.46296539e-02  8.11560087e-01  8.56189741e-01 
 2.10000000e+01 -4.47720320e-02  8.10154601e-01  8.54926633e-01 
 2.20000000e+01 -4.49145343e-02  8.08748300e-01  8.53662835e-01 
 2.30000000e+01 -4.50571606e-02  8.07341187e-01  8.52398347e-01 
 2.40000000e+01 -4.51999105e-02  8.05933261e-01  8.51133171e-01 
 2.50000000e+01 -4.53427834e-02  8.04524525e-01  8.49867308e-01 
 2.60000000e+01 -4.54857791e-02  8.03114979e-01  8.48600758e-01 
 2.70000000e+01 -4.56288972e-02  8.01704626e-01  8.47333523e-01 
 2.80000000e+01 -4.57721372e-02  8.00293466e-01  8.46065603e-01 
 2.90000000e+01 -4.59154987e-02  7.98881501e-01  8.44797000e-01 
 3.00000000e+01 -4.60589814e-02  7.97468733e-01  8.43527714e-01 
 3.10000000e+01 -4.62025848e-02  7.96055162e-01  8.42257747e-01 
 3.20000000e+01 -4.63463085e-02  7.94640790e-01  8.40987099e-01 
 3.30000000e+01 -4.64901521e-02  7.93225619e-01  8.39715771e-01 
 3.40000000e+01 -4.66341153e-02  7.91809650e-01  8.38443765e-01 
 3.50000000e+01 -4.67781976e-02  7.90392884e-01  8.37171081e-01 
 3.60000000e+01 -4.69223986e-02  7.88975323e-01  8.35897721e-01 
 3.70000000e+01 -4.70667179e-02  7.87556968e-01  8.34623686e-01 
 3.80000000e+01 -4.72111551e-02  7.86137821e-01  8.33348976e-01 
 3.90000000e+01 -4.73557098e-02  7.84717882e-01  8.32073592e-01 
 4.00000000e+01 -4.75003815e-02  7.83297155e-01  8.30797537e-01 
 4.10000000e+01 -4.76451700e-02  7.81875640e-01  8.29520810e-01 
 4.20000000e+01 -4.77900747e-02  7.80453338e-01  8.28243413e-01 
 4.30000000e+01 -4.79350953e-02  7.79030251e-01  8.26965346e-01 
 4.40000000e+01 -4.80802313e-02  7.77606381e-01  8.25686612e-01 
 4.50000000e+01 -4.82254824e-02  7.76181728e-01  8.24407211e-01 
 4.60000000e+01 -4.83708481e-02  7.74756295e-01  8.23127143e-01 
 4.70000000e+01 -4.85163281e-02  7.73330083e-01  8.21846411e-01 
 4.80000000e+01 -4.86619218e-02  7.71903094e-01  8.20565016e-01 
 4.90000000e+01 -4.88076290e-02  7.70475328e-01  8.19282957e-01 
 5.00000000e+01 -4.89534492e-02  7.69046788e-01  8.18000237e-01 
 5.10000000e+01 -4.90993820e-02  7.67617475e-01  8.16716857e-01 
 5.20000000e+01 -4.92454270e-02  7.66187390e-01  8.15432817e-01 
 5.30000000e+01 -4.93915838e-02  7.64756536e-01  8.14148119e-01 
 5.40000000e+01 -4.95378519e-02  7.63324912e-01  8.12862764e-01 
 5.50000000e+01 -4.96842310e-02  7.61892522e-01  8.11576753e-01 
 5.60000000e+01 -4.98307207e-02  7.60459367e-01  8.10290087e-01 
 5.70000000e+01 -4.99773206e-02  7.59025447e-01  8.09002768e-01 
 5.80000000e+01 -5.01240302e-02  7.57590765e-01  8.07714796e-01 
 5.90000000e+01 -5.02708491e-02  7.56155323e-01  8.06426172e-01 
 6.00000000e+01 -5.04177770e-02  7.54719121e-01  8.05136898e-01 
 6.10000000e+01 -5.05648134e-02  7.53282161e-01  8.03846975e-01 
 6.20000000e+01 -5.07119580e-02  7.51844445e-01  8.02556403e-01 
 6.30000000e+01 -5.08592103e-02  7.50405975e-01  8.01265185e-01 
 6.40000000e+01 -5.10065699e-02  7.48966751e-01  7.99973321e-01 
 6.50000000e+01 -5.11540365e-02  7.47526776e-01  7.98680812e-01 
 6.60000000e+01 -5.13016095e-02  7.46086051e-01  7.97387660e-01 
 6.70000000e+01 -5.14492887e-02  7.44644577e-01  7.96093866e-01 
 6.80000000e+01 -5.15970736e-02  7.43202356e-01  7.94799430e-01 
 6.90000000e+01 -5.17449638e-02  7.41759390e-01  7.93504354e-01 
 7.00000000e+01 -5.18929590e-02  7.40315681e-01  7.92208640e-01 
 7.10000000e+01 -5.20410586e-02  7.38871229e-01  7.90912287e-01 
 7.20000000e+01 -5.21892624e-02  7.37426036e-01  7.89615299e-01 
 7.30000000e+01 -5.23375700e-02  7.35980105e-01  7.88317675e-01 
 7.40000000e+01 -5.24859808e-02  7.34533435e-01  7.87019416e-01 
 7.50000000e+01 -5.26344946e-02  7.33086030e-01  7.85720525e-01 
 7.60000000e+01 -5.27831109e-02  7.31637891e-01  7.84421002e-01 
 7.70000000e+01 -5.29318293e-02  7.30189018e-01  7.83120848e-01 
 7.80000000e+01 -5.30806495e-02  7.28739415e-01  7.81820064e-01 
 7.90000000e+01 -5.32295711e-02  7.27289081e-01  7.80518652e-01 
 8.00000000e+01 -5.33785936e-02  7.25838020e-01  7.79216613e-01 
 8.10000000e+01 -5.35277167e-02  7.24386232e-01  7.77913948e-01 
 8.20000000e+01 -5.36769400e-02  7.22933718e-01  7.76610659e-01 
 8.30000000e+01 -5.38262631e-02  7.21480482e-01  7.75306745e-01 
 8.40000000e+01 -5.39756856e-02  7.20026524e-01  7.74002209e-01 
