 temp-sweep      vout            vh              vl             
 0.00000000e+00 -5.26608290e-02  8.38254153e-01  8.90914982e-01 
 1.00000000e+00 -5.27989021e-02  8.36890668e-01  8.89689570e-01 
 2.00000000e+00 -5.29513040e-02  8.35447196e-01  8.88398500e-01 
 3.00000000e+00 -5.30968896e-02  8.34042239e-01  8.87139128e-01 
 4.00000000e+00 -5.32426242e-02  8.32636480e-01  8.85879105e-01 
 5.00000000e+00 -5.33885229e-02  8.31229882e-01  8.84618405e-01 
 6.00000000e+00 -5.35345927e-02  8.29822414e-01  8.83357007e-01 
 7.00000000e+00 -5.36808335e-02  8.28414079e-01  8.82094913e-01 
 8.00000000e+00 -5.38272448e-02  8.27004879e-01  8.80832123e-01 
 9.00000000e+00 -5.39738263e-02  8.25594814e-01  8.79568640e-01 
 1.00000000e+01 -5.41205775e-02  8.24183887e-01  8.78304464e-01 
 1.10000000e+01 -5.42674981e-02  8.22772099e-01  8.77039597e-01 
 1.20000000e+01 -5.44145876e-02  8.21359452e-01  8.75774040e-01 
 1.30000000e+01 -5.45618458e-02  8.19945948e-01  8.74507794e-01 
 1.40000000e+01 -5.47092720e-02  8.18531588e-01  8.73240860e-01 
 1.50000000e+01 -5.48568660e-02  8.17116374e-01  8.71973240e-01 
 1.60000000e+01 -5.50046273e-02  8.15700307e-01  8.70704934e-01 
 1.70000000e+01 -5.51525554e-02  8.14283390e-01  8.69435945e-01 
 1.80000000e+01 -5.53006500e-02  8.12865624e-01  8.68166274e-01 
 1.90000000e+01 -5.54489105e-02  8.11447011e-01  8.66895921e-01 
 2.00000000e+01 -5.55973366e-02  8.10027552e-01  8.65624888e-01 
 2.10000000e+01 -5.57459277e-02  8.08607249e-01  8.64353177e-01 
 2.20000000e+01 -5.58946835e-02  8.07186104e-01  8.63080788e-01 
 2.30000000e+01 -5.60436034e-02  8.05764119e-01  8.61807723e-01 
 2.40000000e+01 -5.61926870e-02  8.04341296e-01  8.60533983e-01 
 2.50000000e+01 -5.63419338e-02  8.02917635e-01  8.59259569e-01 
 2.60000000e+01 -5.64913433e-02  8.01493140e-01  8.57984483e-01 
 2.70000000e+01 -5.66409150e-02  8.00067811e-01  8.56708726e-01 
 2.80000000e+01 -5.67906486e-02  7.98641651e-01  8.55432299e-01 
 2.90000000e+01 -5.69405433e-02  7.97214661e-01  8.54155204e-01 
 3.00000000e+01 -5.70905989e-02  7.95786843e-01  8.52877442e-01 
 3.10000000e+01 -5.72408147e-02  7.94358198e-01  8.51599013e-01 
 3.20000000e+01 -5.73911902e-02  7.92928730e-01  8.50319920e-01 
 3.30000000e+01 -5.75417251e-02  7.91498438e-01  8.49040163e-01 
