 temp-sweep      vout            vh              vl             
 0.00000000e+00 -2.78454086e-02  8.37369890e-01  8.65215299e-01 
 1.00000000e+00 -2.80031117e-02  8.36004310e-01  8.64007422e-01 
 2.00000000e+00 -2.81731689e-02  8.34558497e-01  8.62731666e-01 
 3.00000000e+00 -2.83374830e-02  8.33151332e-01  8.61488815e-01 
 4.00000000e+00 -2.85019723e-02  8.31743370e-01  8.60245342e-01 
 5.00000000e+00 -2.86666512e-02  8.30334571e-01  8.59001223e-01 
 6.00000000e+00 -2.88315242e-02  8.28924908e-01  8.57756432e-01 
 7.00000000e+00 -2.89965894e-02  8.27514380e-01  8.56510970e-01 
 8.00000000e+00 -2.91618452e-02  8.26102991e-01  8.55264836e-01 
 9.00000000e+00 -2.93272900e-02  8.24690741e-01  8.54018031e-01 
 1.00000000e+01 -2.94929221e-02  8.23277631e-01  8.52770553e-01 
 1.10000000e+01 -2.96587399e-02  8.21863665e-01  8.51522405e-01 
 1.20000000e+01 -2.98247417e-02  8.20448842e-01  8.50273584e-01 
 1.30000000e+01 -2.99909260e-02  8.19033166e-01  8.49024092e-01 
 1.40000000e+01 -3.01572911e-02  8.17616637e-01  8.47773928e-01 
 1.50000000e+01 -3.03238355e-02  8.16199257e-01  8.46523092e-01 
 1.60000000e+01 -3.04905576e-02  8.14781028e-01  8.45271585e-01 
 1.70000000e+01 -3.06574558e-02  8.13361951e-01  8.44019407e-01 
 1.80000000e+01 -3.08245287e-02  8.11942028e-01  8.42766557e-01 
 1.90000000e+01 -3.09917746e-02  8.10521261e-01  8.41513036e-01 
 2.00000000e+01 -3.11591921e-02  8.09099652e-01  8.40258844e-01 
 2.10000000e+01 -3.13267797e-02  8.07677201e-01  8.39003981e-01 
 2.20000000e+01 -3.14945359e-02  8.06253912e-01  8.37748448e-01 
 2.30000000e+01 -3.16624592e-02  8.04829785e-01  8.36492244e-01 
 2.40000000e+01 -3.18305482e-02  8.03404822e-01  8.35235370e-01 
 2.50000000e+01 -3.19988014e-02  8.01979025e-01  8.33977826e-01 
 2.60000000e+01 -3.21672173e-02  8.00552395e-01  8.32719613e-01 
 2.70000000e+01 -3.23357946e-02  7.99124935e-01  8.31460730e-01 
 2.80000000e+01 -3.25045319e-02  7.97696646e-01  8.30201178e-01 
 2.90000000e+01 -3.26734278e-02  7.96267530e-01  8.28940958e-01 
 3.00000000e+01 -3.28424808e-02  7.94837588e-01  8.27680069e-01 
 3.10000000e+01 -3.30116896e-02  7.93406823e-01  8.26418512e-01 
 3.20000000e+01 -3.31810529e-02  7.91975235e-01  8.25156288e-01 
 3.30000000e+01 -3.33505693e-02  7.90542827e-01  8.23893397e-01 
 3.40000000e+01 -3.35202374e-02  7.89109601e-01  8.22629839e-01 
 3.50000000e+01 -3.36900561e-02  7.87675558e-01  8.21365614e-01 
