 9.10000000e+01 -5.62194655e-02  9.10000000e+01  6.48066642e-01  9.10000000e+01  7.04286107e-01 
 9.20000000e+01 -5.63895714e-02  9.20000000e+01  6.46805306e-01  9.20000000e+01  7.03194877e-01 
 9.30000000e+01 -5.65598002e-02  9.30000000e+01  6.45542971e-01  9.30000000e+01  7.02102771e-01 
 9.40000000e+01 -5.67301516e-02  9.40000000e+01  6.44279638e-01  9.40000000e+01  7.01009789e-01 
 9.50000000e+01 -5.69006252e-02  9.50000000e+01  6.43015308e-01  9.50000000e+01  6.99915933e-01 
 9.60000000e+01 -5.70712206e-02  9.60000000e+01  6.41749982e-01  9.60000000e+01  6.98821203e-01 
 9.70000000e+01 -5.72419375e-02  9.70000000e+01  6.40483662e-01  9.70000000e+01  6.97725599e-01 
 9.80000000e+01 -5.74127754e-02  9.80000000e+01  6.39216348e-01  9.80000000e+01  6.96629123e-01 
 9.90000000e+01 -5.75837341e-02  9.90000000e+01  6.37948042e-01  9.90000000e+01  6.95531776e-01 
 1.00000000e+02 -5.77548131e-02  1.00000000e+02  6.36678745e-01  1.00000000e+02  6.94433558e-01 
