 4.01000000e-02  3.70609184e+02  4.01000000e-02  3.70609184e-02  4.01000000e-02  4.01000000e-02  4.01000000e-02  4.00000000e-02 
 4.02000000e-02  1.85326278e+02  4.02000000e-02  3.70652556e-02  4.02000000e-02  4.02000000e-02  4.02000000e-02  4.00000000e-02 
 4.03000000e-02  1.23565381e+02  4.03000000e-02  3.70696144e-02  4.03000000e-02  4.03000000e-02  4.03000000e-02  4.00000000e-02 
 4.04000000e-02  9.26849694e+01  4.04000000e-02  3.70739878e-02  4.04000000e-02  4.04000000e-02  4.04000000e-02  4.00000000e-02 
 4.05000000e-02  7.41567518e+01  4.05000000e-02  3.70783759e-02  4.05000000e-02  4.05000000e-02  4.05000000e-02  4.00000000e-02 
 4.06000000e-02  6.18046310e+01  4.06000000e-02  3.70827786e-02  4.06000000e-02  4.06000000e-02  4.06000000e-02  4.00000000e-02 
 4.07000000e-02  5.29817085e+01  4.07000000e-02  3.70871960e-02  4.07000000e-02  4.07000000e-02  4.07000000e-02  4.00000000e-02 
 4.08000000e-02  4.63645352e+01  4.08000000e-02  3.70916281e-02  4.08000000e-02  4.08000000e-02  4.08000000e-02  4.00000000e-02 
 4.09000000e-02  4.12178613e+01  4.09000000e-02  3.70960752e-02  4.09000000e-02  4.09000000e-02  4.09000000e-02  4.00000000e-02 
 4.10000000e-02  3.71005371e+01  4.10000000e-02  3.71005371e-02  4.10000000e-02  4.10000000e-02  4.10000000e-02  4.00000000e-02 
 4.11000000e-02  3.37318309e+01  4.11000000e-02  3.71050140e-02  4.11000000e-02  4.11000000e-02  4.11000000e-02  4.00000000e-02 
 4.12000000e-02  3.09245881e+01  4.12000000e-02  3.71095058e-02  4.12000000e-02  4.12000000e-02  4.12000000e-02  4.00000000e-02 
 4.13000000e-02  2.85492405e+01  4.13000000e-02  3.71140126e-02  4.13000000e-02  4.13000000e-02  4.13000000e-02  4.00000000e-02 
 4.14000000e-02  2.65132390e+01  4.14000000e-02  3.71185346e-02  4.14000000e-02  4.14000000e-02  4.14000000e-02  4.00000000e-02 
 4.15000000e-02  2.47487144e+01  4.15000000e-02  3.71230716e-02  4.15000000e-02  4.15000000e-02  4.15000000e-02  4.00000000e-02 
 4.16000000e-02  2.32047650e+01  4.16000000e-02  3.71276240e-02  4.16000000e-02  4.16000000e-02  4.16000000e-02  4.00000000e-02 
 4.17000000e-02  2.18424656e+01  4.17000000e-02  3.71321915e-02  4.17000000e-02  4.17000000e-02  4.17000000e-02  4.00000000e-02 
 4.18000000e-02  2.06315413e+01  4.18000000e-02  3.71367744e-02  4.18000000e-02  4.18000000e-02  4.18000000e-02  4.00000000e-02 
 4.19000000e-02  1.95480909e+01  4.19000000e-02  3.71413726e-02  4.19000000e-02  4.19000000e-02  4.19000000e-02  4.00000000e-02 
